,S/No.,Date,Closing Price,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6
774,530,12/22/2021,1803.75,gold steady as weaker dollar counters positive omicron study impact,"gold climbs on weaker dollar, lingering omicron worries","gold restrained as dollar, omicron concerns offset improved risk appetite",gold stalls as improved risk appetite offsets omicron concerns,#N/A,#N/A
775,529,12/23/2021,1808.86,"gold clings around $1,800 as holiday lull sets in","gold firms above $1,800, set for second weekly rise",gold edges up as dollar weakens ahead of christmas,#N/A,#N/A,#N/A
776,528,12/24/2021,1808.39,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
777,527,12/27/2021,1812.46,"gold flat as u.s yields, dollar remain steady",gold hits over one-week high as omicron concerns counter firmer dollar,gold dips on dollar bounce; omicron fears cap losses,gold flat as weaker u.s. yields balance firmer dollar,#N/A,#N/A
778,526,12/28/2021,1806.72,gold steady as weaker treasury yields balance improved risk appetite,gold slips from one-month peak as dollar firms,gold hits more than one-month peak as dollar subsides,gold prices off one-week high as risk appetite improves,#N/A,#N/A
779,525,12/29/2021,1804.64,"gold holds above $1,800 as weak dollar checks yield pressure","gold steadies as weaker dollar counters stronger yields, equities",gold eases from one-month peak as dollar and equities climb,"gold slips as dollar firms, u.s. treasury yields steady",#N/A,#N/A
780,524,12/30/2021,1815.73,"gold set for worst performance in six years, inches up in thin trade",gold gains as treasury yields dip from highs,"gold oscillates around $1,800 as firm dollar weighs","gold set for worst year in six, probes $1,800",#N/A,#N/A
781,523,12/31/2021,1829.05,gold marks yearly dip as central banks seek to wean economy off stimulus,lacklustre safe-haven demand tips gold towards first fall in three years,gold set for worst year since 2015 on fading safe-haven demand,#N/A,#N/A,#N/A
782,1006,12/31/2021,1829.05,gold marks yearly dip as central banks seek to wean economy off stimulus,lacklustre safe-haven demand tips gold towards first fall in three years,gold set for worst year since 2015 on fading safe-haven demand,#N/A,#N/A,#N/A
783,1005,01/03/2022,1804.27,gold gains as preventive curbs increase on spike in omicron cases,gold falls over 1% as risk appetite grows on easing omicron fears,gold slips from six-week high on equities strength,gold steady near 6-week high as omicron woes counter higher yields,#N/A,#N/A
784,1004,01/04/2022,1813.88,early fed rate hike bets hold back gold as virus woes weigh,gold rises as omicron surge lifts safe-haven demand,"gold steadies above $1,800/oz as pandemic risks linger",gold inches up after biggest sell-off in six weeks,#N/A,#N/A
785,1003,01/05/2022,1810.28,gold steady as hawkish fed stance offsets omicron worries,gold dips as yields rise after hawkish fed minutes,gold sees uptick as investors focus on fed for hike hints,gold flat as investors weigh early rate hike bets against virus spike,#N/A,#N/A
786,1002,01/06/2022,1791.61,gold edges higher as who categorises omicron as not 'mild',"gold slides to 2-week low on hawkish fed signal, rising yields",gold hits one-week low on fed interest rate signals,gold prices slip as fed rate-hike bets lift yields,#N/A,#N/A
787,1001,01/07/2022,1796.41,gold ticks up from three-week lows after u.s. jobs data,corrected-gold ticks up from three-week lows after u.s. jobs data,gold steadies on dollar dip ahead of u.s. jobs data,gold set for biggest weekly fall since late november,#N/A,#N/A
788,1000,01/10/2022,1801.52,gold muted ahead of key u.s. inflation data,gold eases on robust yields as focus turns on u.s. inflation data,gold tip-toes up on inflation risks despite strength in yields,gold slips as fed rate hike bets lift yields ahead of u.s. data,#N/A,#N/A
789,999,01/11/2022,1820.88,gold flat as traders focus on u.s. inflation data,gold jumps 1% as dollar dips after powell testimony,"gold gains as u.s. dollar, yields pull back before powell testimony","gold gains as dollar, yields ease; traders focus on u.s. inflation data",#N/A,#N/A
790,998,01/12/2022,1825.36,gold holds near one-week high after u.s. inflation data,gold gains as dollar retreats after u.s. inflation data,gold back-pedals after best day in a month; eyes on u.s. inflation data,gold flat ahead of u.s. inflation data,#N/A,#N/A
791,997,01/13/2022,1821.16,"gold set for best weekly gain since nov as u.s. dollar, yields ease",gold slips as yields edge up on fed rate hike prospects,gold stalls for more fed rate hike cues,"gold prices near one-week high as dollar, yields retreat",#N/A,#N/A
792,996,01/14/2022,1817.43,"gold dips as u.s. bond yields edge up, dollar firms",gold holds near 1-week high on struggling u.s. dollar,"gold set for biggest weekly gain since nov as u.s. dollar, yields ease",#N/A,#N/A,#N/A
793,995,01/17/2022,1819.22,gold prices flat as firmer u.s yields hurt appeal,gold holds ground despite fed's rate rise signals,"gold steady as higher yields, dollar counter inflation risks",#N/A,#N/A,#N/A
794,994,01/18/2022,1814.33,gold flat near one-week low as u.s. rate hike looms,"gold slips on stronger dollar, yields as focus turns to fed meet","gold falls as u.s. yields, dollar gain on fed rate hike bets",gold slips as u.s. yields firm; traders await fed rate hike clues,#N/A,#N/A
795,993,01/19/2022,1838.58,gold holds around 2-month peaks as firmer u.s. yields weigh,"gold jumps 1% on subdued dollar, palladium bounces 7%","gold off one-week lows, u.s. rate hike bets cap gains",gold steady as treasury yields advance on u.s. rate hike bets,#N/A,#N/A
796,992,01/20/2022,1839.01,"gold steadies, heads for second straight weekly gain","gold gains as inflation woes persist, palladium extends rally","gold stalls after rally to two-month highs, palladium extends gains",gold choppy as firmer yields battle softer dollar,gold flat as firmer yields counter softer dollar,#N/A
797,991,01/21/2022,1834.58,gold set for second weekly gain as inflation risks boost appeal,gold on track to post second straight weekly gain on inflation risks,gold lingers near 2-month highs; palladium climbs,gold set for second weekly gain as u.s. yields extend slide,#N/A,#N/A
798,990,01/24/2022,1843.57,gold flat as caution ahead of fed meeting offset ukraine risks,gold gains as ukraine tensions boost safe-haven appeal,gold nears two-month high as russia-ukraine tensions simmer,"gold rises on inflation, geopolitical risks; focus on fed meet",#N/A,#N/A
799,989,01/25/2022,1849.68,"gold flat, fed meeting expectations offset ukraine risks",gold scales over 2-month peak as ukraine worries dent risk appetite,gold dips ahead of fed meeting; ukraine fears curb losses,gold muted as fed caution counters ukraine risks,#N/A,#N/A
800,988,01/26/2022,1822.01,"gold flat near one-week low after hawkish fed, higher yields","gold hastens retreat after powell comments, near certain march rate hike",gold wobbles as investors brace for fed rate signals,gold holds ground as ukraine risks offset fed rate views,#N/A,#N/A
801,987,01/27/2022,1797.32,gold spirals down as hawkish fed boosts u.s. dollar,gold falls as hawkish fed lifts u.s. dollar and yields,"gold eases as higher yields, dollar outweigh ukraine uncertainty",#N/A,#N/A,#N/A
802,986,01/28/2022,1792.11,gold set for worst week since nov as rate hike bets boost dollar,corrected-gold set for biggest weekly fall in nine on fed's hawkish stance,corrected-gold flat; set for biggest weekly dip in nine after hawkish fed,gold hits six-week low as dollar thrives on rate hike forecasts,#N/A,#N/A
803,985,01/31/2022,1797.92,gold muted as weaker dollar counters rate hike bets,"gold faces january fall, palladium set for best month in 14 years",gold faces worst month in four on impending fed rate hikes,gold set for worst month since september on fed rate-hike prospects,#N/A,#N/A
804,984,02/01/2022,1800.77,gold steady as ukraine tensions counter fed rate-hike bets,"gold gains as weaker dollar, ukraine tensions boost appeal","gold back above $1,800-mark on higher investment demand",gold gains on safe-haven demand; investor focus on economic data,#N/A,#N/A
805,983,02/02/2022,1807.9,"gold holds above $1,800 on weaker yields as job data disappoints","gold gains as u.s. dollar, yields dip after adp jobs data","gold above $1,800 supported by weaker dollar","gold nudged off $1,800 level as improved risk appetite counters lower yields",#N/A,#N/A
806,982,02/03/2022,1805.76,"gold set for weekly gain on weaker dollar, inflation woes","gold steadies as weaker dollar, stocks offset stronger yields","gold snaps 3-day winning streak as u.s. dollar, yields firm",gold lacklustre as dollar gains ground with cenbanks in focus,#N/A,#N/A
807,981,02/04/2022,1807.95,"gold firms as inflation risks counter higher u.s. yields, dollar","gold gains on softer dollar, spotlight on u.s. jobs report",gold steady as dollar slides in run-up to u.s. jobs data,#N/A,#N/A,#N/A
808,980,02/07/2022,1822.1,gold steady near 1-week high as inflation risks lift demand,gold gains as inflation risks boost safe-haven appeal,gold hits more than 1-week high as inflation risks rise,gold touches over one-week high boosted by inflation concerns,#N/A,#N/A
809,979,02/08/2022,1825.99,gold near 2-week high as inflation risks lift safe-haven appeal,gold firms near 2-week peak as inflation risks lift demand,gold slips as investors assess faster u.s. rate hike bets,gold firms near 1-week high as political risks buoy demand,#N/A,#N/A
810,978,02/09/2022,1832.75,gold stuck in tight range as traders brace for u.s. inflation data,"gold rises on softer dollar, yields; u.s. inflation data in focus",gold gains as u.s. bond yields retreat; u.s. inflation data in focus,gold near 2-week high as demand rises amid inflation risks,#N/A,#N/A
811,977,02/10/2022,1826.92,gold slips as chances of hefty fed rate hike rise after cpi data,"gold hits 2-week high on mounting inflation worries, softer dollar",gold trades in narrow range before u.s. inflation data,gold range-bound as investors brace for u.s. inflation data,#N/A,#N/A
812,976,02/11/2022,1858.69,gold jumps as rising ukraine tensions spur safe-haven demand,gold hovers below two-week peak on faster rate hike bets,gold eases as u.s. rate-hike bets counter inflation worries,#N/A,#N/A,#N/A
813,975,02/14/2022,1871.16,gold near 3-month high as ukraine crisis lifts safe-haven appeal,"gold hits 3-mth high, palladium firms on russia-ukraine tensions","gold eases from 3-month highs, palladium investors wary of russia-ukraine crisis","gold off 3-month peak as u.s. dollar, yields edge higher",#N/A,#N/A
814,974,02/15/2022,1853.08,gold slips further away from 8-month high as ukraine tensions ease,"gold, palladium retreat on signs of easing tensions over ukraine","gold slips off 8-month high, palladium drops as russia-ukraine worries ease",gold near 8-month high as russia-ukraine tensions boost appeal,#N/A,#N/A
815,973,02/16/2022,1869.85,"gold prices near 8-month high as dovish fed minutes weigh on dollar, yields",gold rises as concerns over ukraine resurface; fed minutes in focus,gold steadies as investors await fed minutes,gold firms below 8-month high; investors keep tabs on ukraine crisis,#N/A,#N/A
816,972,02/17/2022,1900.09,"gold clears $1,900/oz level as ukraine standoff intensifies","gold tops $1,900/oz for first time since june as ukraine tensions grow",gold hits 8-month high as ukraine-russia conflict escalates,gold rises on russian report of firing in ukraine,#N/A,#N/A
817,971,02/18/2022,1897.36,gold takes a breather as hopes of u.s.-russia talks calm markets,gold eases on u.s.-russia plan for talks over ukraine,gold slips on prospect of u.s.-russia talks over ukraine,#N/A,#N/A,#N/A
818,970,02/21/2022,1909.53,gold hits near nine-month high as ukraine crisis deepens,gold off 8-month highs as investors monitor ukraine crisis,gold slips from 8-month peak as prospect of ukraine summit dims appeal,#N/A,#N/A,#N/A
819,969,02/22/2022,1898.27,gold flat as higher u.s. yields counter safe-haven bids,gold eases off 9-month peak as investors eye ukraine developments,gold eases off highs as equities pare losses,gold hits near nine-month high as ukraine standoff worsens,#N/A,#N/A
820,968,02/23/2022,1910.86,refile-gold rises as escalating ukraine crisis spurs safe-haven bids,"palladium hits near 6-month high, gold rises as ukraine tensions mount","corrected-rpt-palladium rallies, gold rises above $1,900 with focus on russia",gold rally slows as risk appetite improves; focus on ukraine,"gold prices hold below $1,900 after rallying to 9-month high",#N/A
821,967,02/24/2022,1906.45,gold rises with russia-ukraine situation in focus,"gold, palladium slip as equities gain after biden's russia sanctions","gold, palladium jump after russia invades ukraine","gold soars over 2%, palladium advances as russia attacks ukraine",#N/A,#N/A
822,966,02/25/2022,1889.18,"gold, palladium slip as ukraine conflict triggers sharp swings","gold, palladium gain as markets assess ukraine fallout",refile-gold firms as investors gauge impact of ukraine crisis,#N/A,#N/A,#N/A
823,965,02/28/2022,1906.41,gold prices dip as russia-ukraine ceasefire talks underway,"palladium, gold jump as russia sanctions unnerve markets","palladium, gold advance as west heaps sanctions on russia","palladium, gold climb as west cranks up sanctions on russia",#N/A,#N/A
824,964,03/01/2022,1942.43,"gold slips as dollar firms, investors focus on ukraine conflict","palladium rises as russia sanctions cloud supply outlook, gold jumps","palladium jumps as russia sanctions threaten supply, gold firms",gold prices ease after russia-ukraine ceasefire talks,#N/A,#N/A
825,963,03/02/2022,1929.16,gold flat as fed assuages fears of aggressive rate hike,"gold rally cools as bond yields, stocks recover; palladium rises","palladium rises as russia supply risks mount, gold eases","rpt-palladium extends rally as russia supply risks mount, gold eases",palladium gains as ukraine crisis worsens; gold edges lower,#N/A
826,962,03/03/2022,1934.96,gold gains after russia attacks europe's largest nuclear plant,"palladium hits over 7-month high on supply woes, gold rises","palladium scales 7-month peak, gold firms as ukraine crisis rages on",gold prices steady on ukraine crisis; palladium at 7-month high,#N/A,#N/A
827,961,03/04/2022,1970.68,"palladium tops $3,000/oz as supply fears grow, gold jumps over 1%",palladium set for biggest weekly gain in 2 years as russia supply concerns mount,palladium hits 7-1/2-month peak as russia-ukraine conflict deepens,#N/A,#N/A,#N/A
828,960,03/07/2022,1998.79,"gold eases from key $2,000 mark as firm dollar dulls appeal",palladium catches a breath after record rally on ukraine crisis,"palladium hits all-time high, gold tests $2,000/oz on ukraine","gold crosses $2,000 mark, palladium at record high on ukraine crisis","corrected-gold crosses $2,000-mark, palladium at record high on ukraine crisis",#N/A
829,959,03/08/2022,2043.83,"corrected-gold flat as firmer dollar, yields offset ukraine worries","gold slips on stronger dollar, yields; palladium gains","gold makes run for record high as ukraine concerns, inflation risks mount","palladium firms near record, gold accelerates as ukraine worries mount","palladium resumes rally as ukraine crisis rages, gold clears $2,000/oz",#N/A
830,958,03/09/2022,1990.08,"gold prices drop 1% as yields, risk appetite rebound","gold, palladium beat fast retreat as risky assets bounce back","gold, palladium retreat from highs as risky assets stabilize",gold eases from near record peak as dollar holds ground,#N/A,#N/A
831,957,03/10/2022,1995.61,gold set for second weekly gain as ukraine crisis lifts appeal,"gold steadies near $2,000/oz as ukraine worries lend support",gold resumes advance as ukraine worries return,"gold drops as lower oil, global cues help risk appetite",#N/A,#N/A
832,956,03/11/2022,1987.99,gold slips after putin hints at progress in ukraine talks,"gold dips on rate hike bets, set for weekly gain due to ukraine crisis",gold slips but on course for second weekly gain on ukraine woes,#N/A,#N/A,#N/A
833,955,03/14/2022,1952.36,gold eases as yields surge ahead of fed meeting,palladium dives about 17% as russia supply fears recede,palladium slides more than 10% as shortage fears ease; gold falls 1%,"gold slips as firm treasury yields, risk appetite dent appeal",#N/A,#N/A
834,954,03/15/2022,1918.31,gold flat in cautious trade ahead of fed decision,"gold drops to 2-week low on russia-ukraine talks, rate hike prospects","gold slides on russia-ukraine talks, u.s. rate hike bets",gold falls more than 1% as yields surge ahead of fed meeting,#N/A,#N/A
835,953,03/16/2022,1926.98,"gold flat as fed rate hike, ukraine peace talks dent appeal","gold steadies after u.s. fed hikes rates as expected, dollar dips",gold steadies as focus turns to fed decision,"gold prices ease as yields climb, markets eye ukraine talks",#N/A,#N/A
836,952,03/17/2022,1944.05,gold holds steady but set for worst week since late january,"gold bounces as dollar weakens, investors watch ukraine-russia talks","gold up as dollar, yields weaken after fed's in-line rate hike","gold rises as weaker dollar boosts bullion appeal, higher yields cap gains",#N/A,#N/A
837,951,03/18/2022,1921.49,gold heads for worst week since november as safe-haven demand eases,"gold slips on stronger dollar, set for biggest weekly fall since nov",gold set for worst week in nearly 4 months as safe-haven demand ebbs,#N/A,#N/A,#N/A
838,950,03/21/2022,1935.53,gold eases as yields climb higher on aggressive fed stance,gold gains as ukraine fighting boosts safe-haven demand,"gold rises as ukraine crisis buoys appeal, higher yields cap gains","gold rises as ukraine crisis persists, hawkish fed caps gains",#N/A,#N/A
839,949,03/22/2022,1919.54,"gold slips on higher yields, ukraine worries limit losses",gold slips to near 1-week low on fed powell's hawkish stance,gold eases as u.s. fed's plan to curb inflation lifts yields,gold steadies as robust treasury yields counter ukraine woes,#N/A,#N/A
840,948,03/23/2022,1946.21,gold flat as stronger dollar counters ukraine worries,"gold gains on concerns over ukraine crisis, inflation","gold rises as ukraine, inflation concerns lift appeal",gold steady as ukraine worries counter bets on fed rate hikes,#N/A,#N/A
841,947,03/24/2022,1959.36,gold set for third weekly gain in four as ukraine conflict deepens,"gold scales more than one-week peak on ukraine, inflation worries","gold rises on ukraine concerns, gains curbed by rate hike bets","gold range-bound as markets eye ukraine crisis, fed policy stance",#N/A,#N/A
842,946,03/25/2022,1958.39,gold heads for weekly rise on safe-haven demand,gold poised for weekly gain as ukraine crisis spurs safe-haven demand,gold prices set for weekly gain as ukraine conflict deepens,#N/A,#N/A,#N/A
843,945,03/28/2022,1924.15,"gold flat on firmer u.s. dollar, yields; ukraine conflict in focus","gold falls on firmer u.s. yields, dollar; palladium sinks 8%","gold falls more than 1% as u.s. yields, dollar rise",gold drops 1% as dollar strengthens; ukraine peace talks in focus,#N/A,#N/A
844,944,03/29/2022,1916.47,"gold gains as dollar, yields weaken; progress in russia-ukraine talks weighs",gold eases as russia-ukraine talks hint at progress,"gold retreats, palladium sinks 9%, on progress in ukraine talks",gold hits two-week low as yields rise; eyes on russia-ukraine meet,"rpt-gold steady on firm dollar, yields; ukraine talks in focus","gold steady on firm dollar, yields; ukraine talks in focus"
845,943,03/30/2022,1933.98,gold slips; set for best quarter in six as ukraine crisis stokes demand,"gold gains 1% as dollar slips, ukraine optimism wanes","gold rises on weaker dollar, caution on ukraine","gold gains as dollar, u.s. treasury yields weaken",#N/A,#N/A
846,942,03/31/2022,1936.78,gold eases ahead of u.s. jobs data as dollar ticks higher,"gold set for biggest quarterly gain in nearly 2 yrs on ukraine crisis, inflation fears",gold heads for best quarter in six on russia-ukraine war,gold eyes best quarter in six as ukraine crisis lifts appeal,#N/A,#N/A
847,941,04/01/2022,1924.8,"gold falls 1% after strong u.s. jobs data, firmer dollar","gold slips as yields climb, faces weekly drop",gold eases as dollar strengthens ahead of u.s. data,#N/A,#N/A,#N/A
848,940,04/04/2022,1931.59,gold eases as dollar holds firm on safe-haven flows,"gold up on prospects of more sanctions on russia, higher inflation",gold up as call for stronger sanctions on russia blunts risk appetite,"gold steady as stronger dollar, yields counter ukraine woes",#N/A,#N/A
849,939,04/05/2022,1920.69,"gold dips as stronger dollar, yields dent appeal",gold slips as hawkish fed policy outlook takes centre stage,"gold eases on higher u.s. yields, bets of bigger rate hikes",gold slips as u.s. dollar holds firm on safe-haven flows,#N/A,#N/A
850,938,04/06/2022,1923.91,gold edges lower as dollar gains on hawkish fed minutes,"gold steady as inflation, ukraine worries counter u.s. rate hike bets",gold subdued as robust dollar dims appeal; focus on fed minutes,"gold prices ease as dollar, yields firm ahead of fed minutes",#N/A,#N/A
851,937,04/07/2022,1933.08,gold flat as firmer dollar counters support from ukraine crisis,"gold rises on inflation, ukraine concerns",gold firms as ukraine crisis lifts demand for inflation hedge,"gold flat as firm dollar, yields counter ukraine uncertainty",#N/A,#N/A
852,936,04/08/2022,1947.57,palladium jumps 11% as london market blocks sale from russian refineries,gold subdued as u.s. rate hike expectations dent appeal,gold subdued as stronger dollar counters ukraine risks,#N/A,#N/A,#N/A
853,935,04/11/2022,1952.97,"gold slips as treasury yields, dollar climb ahead of inflation data",palladium steadies after 5% jump on russia supply risks,"palladium jumps 5% on supply fears, inflation risks lift gold","gold dips as firmer treasury yields, dollar counter ukraine risks",#N/A,#N/A
854,934,04/12/2022,1966.04,"gold flat as weaker yields, ukraine worries counter firmer dollar",gold gains over 1% as treasury yields ease post inflation data,gold stuck in range as investors await us inflation data,gold prices inch higher ahead of u.s. inflation data,#N/A,#N/A
855,933,04/13/2022,1977.25,"gold set for weekly gain as ukraine, inflation boost demand",gold hits 1-month peak as high inflation boosts appeal,"gold hits 1-month peak as ukraine, inflation lift appeal",gold inches higher as ukraine conflict lifts safe-haven bids,#N/A,#N/A
856,932,04/14/2022,1973.3,"gold dips, but set for weekly gain on safe-haven demand","gold heads for weekly rise as political, economic risks lift demand","gold set for weekly gain as ukraine, inflation lift appeal",#N/A,#N/A,#N/A
857,931,04/15/2022,1974.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
858,930,04/18/2022,1977.34,gold prices steady as lower treasury yields offset dollar strength,"gold hits 1-month high on rising inflation, ukraine war",gold climbs to 1-month high as ukraine crisis drags on,gold prices hit 1-month high as ukraine crisis dulls risk appetite,#N/A,#N/A
859,929,04/19/2022,1949.86,gold prices extend losses as firmer treasury yields dent appeal,"gold retreats 1% as dollar, yields advance",gold flat as robust dollar offsets ukraine risks,gold prices ease as firm u.s. dollar weighs,#N/A,#N/A
860,928,04/20/2022,1956.95,"gold prices dip as uptick in treasury yields, dollar weighs","gold firms as war in ukraine, inflation take centre stage","gold steadies as dollar, bond yields ease","gold at lowest in nearly 2 weeks as bond yields, dollar weigh",#N/A,#N/A
861,927,04/21/2022,1951.27,gold edges lower as treasury yields rise; faces weekly drop,gold retreats 1% on higher yields as fed rate hikes loom,"gold falls 1% on rising yields, improving risk appetite",gold retreats as u.s. bond yields resume charge,#N/A,#N/A
862,926,04/22/2022,1931.96,"gold marks weekly dip on looming rate hikes, dollar rally","gold set for biggest weekly fall in five; rising yields, dollar weigh","gold heads for weekly fall as yields, dollar climb",#N/A,#N/A,#N/A
863,925,04/25/2022,1899.54,gold regains some ground as bond yields ease,palladium falls nearly 13% on worries over china demand hit,"gold slips over 1% amid u.s. rate hike jitters, robust dollar","gold dragged to 4-week low by hawkish fed bets, firmer dollar",#N/A,#N/A
864,924,04/26/2022,1906.63,gold edges lower on dollar strength,"gold edges higher as worry over global growth, inflation persists","gold edges up supported by growth, inflation concerns","gold, palladium regain ground after sliding to near 1-month lows",#N/A,#N/A
865,923,04/27/2022,1885.73,gold hovers near 2-month low as dollar stays elevated,gold falls to two-month low as dollar surge hurts appeal,gold hits 2-month low as rallying dollar saps demand,gold prices dip as dollar strengthens towards pandemic high,#N/A,#N/A
866,922,04/28/2022,1895.6,"gold inches higher, but faces worst month in seven",gold hovers close to 10-week low on dollar advance,"gold holds near 10-week low on robust dollar, u.s. rate hike bets","gold drops to over 2-month low on lofty dollar, imminent u.s. rate hike",#N/A,#N/A
867,921,04/29/2022,1896.95,"gold gains over 1%, but set for monthly decline","gold firms on dollar retreat, but still on track for monthly drop","gold rises, but u.s. rate hike bets set up monthly drop",#N/A,#N/A,#N/A
868,920,05/02/2022,1863.28,gold claws back from 2-1/2-month lows as dollar ebbs,"gold prices slide 2% as yields, dollar gain ahead of fed meet",gold slips toward 2-1/2-month lows as fed rate hike looms,gold prices dip as bond yields strengthen ahead of fed meeting,#N/A,#N/A
869,919,05/03/2022,1868.47,"gold dips as fed rate hike looms, u.s. bond yields firm","gold prices gain following a pull-back in yields, dollar",gold hovers near 2-1/2-month low; investors focus on fed rate decision,gold prices languish at 2-1/2-month low as investors await fed meet,#N/A,#N/A
870,918,05/04/2022,1894.08,"gold rises 1% after fed flags inflation, tones down hawkish bets",gold gains 1% as dollar dips after powell flags inflation risks,gold prices subdued as investors look to fed rate decision,gold dips as yields gain in run up to fed rate hike decision,#N/A,#N/A
871,917,05/05/2022,1874.4,"refile-firmer dollar, yields weigh on gold; u.s. jobs data on tap","gold faces third weekly decline as dollar, treasury yields firm",gold retreats post fed-led boost as dollar gains upper hand,gold rises 1% as less hawkish fed calms nerves,gold gains over 1% after u.s. fed softens stance,#N/A
872,916,05/06/2022,1883.86,"gold heads for weekly dip on rate hike bets, palladium sheds 8%","corrected-gold heads for weekly dip on rate hike bets, palladium sheds 8%","gold prices firm, but set for 3rd weekly fall on fed rate hike prospects","gold kept in check by elevated dollar, yields; u.s. jobs data in focus",#N/A,#N/A
873,915,05/09/2022,1854.73,gold prices hold ground as u.s. bond yields slide,gold extends decline on dollar rally,"gold slips 1% on elevated yields, dollar strength",gold prices fall as u.s. dollar ascends to 20-year high,#N/A,#N/A
874,914,05/10/2022,1833.65,gold prices slip to 3-month low ahead of u.s. inflation data,gold retreats as dollar resumes uptick; u.s. inflation data eyed,gold firms as dollar rally pauses; focus on u.s. inflation reading,gold recovers with dollar off 20-yr peak; key u.s. data awaited,#N/A,#N/A
875,913,05/11/2022,1854.14,"gold gains as dollar, treasury yields weaken after u.s. inflation data",gold bounces as dollar uptick halts after u.s. inflation data,gold firms as dollar dips ahead of u.s. inflation test,"gold recovers as dollar, yields dip; key u.s. data in focus",#N/A,#N/A
876,912,05/12/2022,1820.7,gold faces fourth weekly drop as burgeoning dollar drains appeal,dollar rally accelerates slide in metals,"gold, other metals retreat as dollar soars","gold prices wobble as soaring dollar, sliding yields tussle",#N/A,#N/A
877,911,05/13/2022,1811.09,"gold set for fourth weekly loss on dollar strength, fed hike bets","gold heads for fourth weekly dip as dollar, fed hike bets dim appeal",gold faces fourth weekly loss as dollar rally saps appeal,#N/A,#N/A,#N/A
878,910,05/16/2022,1826.49,gold steady as dollar retreat offsets firmer treasury yields,gold ticks up as dip in u.s. yields loosens dollar's grip,"gold buckles under pressure from 'king dollar', higher yields",gold slides to 3-1/2-month low as dollar strength slams demand,#N/A,#N/A
879,909,05/17/2022,1814.62,gold firms as softer dollar negates pressure from higher yields,"gold slips after strong u.s. retail sales data, rate hike bets",gold ticks up as softer dollar offsets firm u.s. bond yields,#N/A,#N/A,#N/A
880,908,05/18/2022,1816.19,gold flat as dollar strength counters weaker u.s. bond yields,gold erases losses as treasury yields retreat,"gold slips on stronger dollar, powell's hawkish comments","gold near 3-1/2 month lows as dollar rises, fed chief hardens stance",#N/A,#N/A
881,907,05/19/2022,1842.17,gold set for first weekly gain in five as dollar rally eases,"gold jumps 1.5% as dollar, yields retreat","gold climbs as dollar, risk assets slide on growth worries","gold subdued as lofty dollar, firmer u.s. bond yields dim appeal",#N/A,#N/A
882,906,05/20/2022,1846.53,"gold set for weekly gain on dollar retreat, economic woes","gold hits one-week high on weaker dollar, economic concerns",gold set for first weekly gain in five as dollar rally loses steam,#N/A,#N/A,#N/A
883,905,05/23/2022,1853.94,gold prices steady after hitting 2-week high on dollar retreat,gold regains some lustre as dollar slides to one-month low,gold climbs over 1% on dollar sell-off,gold rises to over 1-week peak as dollar falls,#N/A,#N/A
884,904,05/24/2022,1867.44,"gold hovers near 2-week peak as dollar, u.s. bond yields weaken","gold gains for 5th straight session as dollar, yields retreat","gold ticks higher as subdued dollar, stocks boost appeal",gold prices gain as u.s. dollar pullback boosts appeal,#N/A,#N/A
885,903,05/25/2022,1854.09,gold prices muted as fed minutes fail to surprise,gold pares losses as fed minutes confirm expectations,gold falls as dollar strengthens ahead of fed minutes,gold prices fall on dollar strength; fed minutes in focus,gold prices dented by stronger dollar ahead of fed minutes,#N/A
886,902,05/26/2022,1853.04,gold heads for small weekly rise as dollar weakens,gold prices slip as fed affirms aggressive policy stance,gold drops as policy minutes confirm fed's tightening path,gold falls as dollar inches higher; fed minutes fail to surprise,#N/A,#N/A
887,901,05/27/2022,1853.48,"gold prices set for second weekly gain as dollar, yields slip",gold prices set for second weekly gain on dollar pullback,gold prices set for weekly gain as dollar slides,#N/A,#N/A,#N/A
888,900,05/30/2022,1852.52,"gold slips as yields, dollar climb; faces 2nd monthly drop",gold prices edge up as dollar slide lifts appeal,gold prices buoyed by dollar slide,gold prices rise as dollar weakness lifts appeal,#N/A,#N/A
889,899,05/31/2022,1836.44,"gold hits near 2-week low as u.s. bond yields, dollar firm","gold falls for second month on rising yields, dollar","gold set for monthly loss as treasury yields, dollar strengthen","gold slips as u.s. yields, dollar climb; set for monthly loss",#N/A,#N/A
890,898,06/01/2022,1846.05,gold prices steady as easing treasury yields lift appeal,gold rises from 2-week low as inflation worries persist,"gold hits 2-week low amid rising u.s. yields, dollar","gold touches 2-week low as u.s. yields, dollar rise",#N/A,#N/A
891,897,06/02/2022,1869.84,"gold prices hit 1-month high as dollar weakens, set for weekly gain","gold rises over 1% buoyed by dollar slide, weak adp employment data",gold prices climb as u.s. dollar slides,"gold prices climb as treasury yields, u.s. dollar lose steam",#N/A,#N/A
892,896,06/03/2022,1851.1,gold slips 1% as solid jobs data spurs rate hike bets,gold dips as investors focus on u.s. jobs data,"gold hits 1-month high as dollar weakens, set for weekly gain",#N/A,#N/A,#N/A
893,895,06/06/2022,1839.64,gold prices slip on expectations of higher interest rates,"gold dips on firm dollar, yields as inflation test looms","gold firms with focus on u.s. inflation data, cenbank cues",gold firms below recent highs as rate-hike bets weigh,#N/A,#N/A
